pet_mbti,trainer_mbti,mbti_score,activity_match,experience,total_score
ISFJ,INFJ,0.5728120927577218,0,2,77.46155354638152
INFP,ENTJ,0.8129610487377295,-5,1,87.63084079683411
ENFP,ESTJ,0.6329198128088067,0,3,81.90336144078273
INFP,ISFP,0.728682477636513,10,7,95.0
ESTP,INFP,0.6734474265975372,5,8,95.0
INTJ,ENFP,0.7727277727603827,0,5,95.0
ENTP,ESTJ,0.7307992776680919,10,8,95.0
ENTJ,ESFJ,0.64943539492088,0,3,89.8127907431924
ISFP,INTJ,0.6206724625206808,0,9,95.0
INTP,ISTP,0.5815262929845312,-5,9,86.1826016919453
INFJ,ESTP,0.5313511839365941,0,8,95.0
ISTJ,INTJ,0.6676311390490823,5,3,95.0
ENFP,ESFJ,0.8169991089552975,0,9,95.0
ESFJ,ENFJ,0.856067529799986,-5,2,82.37299013707413
ISTJ,ESTJ,0.7591054462935682,-5,7,95.0
INTJ,ISFP,0.6893244366346974,0,7,95.0
ISFJ,ENTJ,0.5190352448640093,10,9,95.0
ISFJ,ESFJ,0.8518590503288956,-5,4,95.0
INTJ,ENTJ,0.8066904463858002,-5,5,95.0
ENTJ,ESFP,0.867887233976764,0,10,95.0
ESTP,ENFP,0.7704751540394625,5,1,95.0
INFP,ESFP,0.7419436571183913,10,7,95.0
ESTP,ENTP,0.85553485259719,5,6,95.0
INTJ,ESFJ,0.7295872957156254,-5,6,92.74853114980985
ESTJ,ENFJ,0.6624253247512655,5,9,95.0
ESFP,INTP,0.8447117254738749,0,10,95.0
ESFJ,ISFP,0.5708402913414004,-5,5,67.24207805351323
ENTJ,ISTP,0.8544613849967364,10,8,95.0
ISTJ,ESFJ,0.7517375456564928,-5,10,95.0
INTP,ISFJ,0.7856757817074794,5,4,95.0
ENFJ,ESTJ,0.604958911283599,5,5,95.0
INTP,INTJ,0.7473384943211966,5,4,95.0
ISTJ,INTP,0.864833735159946,5,6,95.0
INFJ,INFP,0.7929931105255543,-5,9,95.0
INTJ,ESTJ,0.6321795338416801,-5,5,85.95342643553876
ISFJ,INTJ,0.8088590564620477,5,10,95.0
ESTP,ISTJ,0.5318874825449339,10,1,90.53758409302672
ISTP,ENFJ,0.5050914758382434,5,4,84.77234353009284
ISTJ,ISFP,0.7839160069722335,5,2,95.0
ESTP,ESFJ,0.7802190156199265,5,10,95.0
INFJ,ISTP,0.6323031432193978,0,3,76.0441185223886
ENFP,ENFJ,0.7580071841375835,5,1,95.0
ISTJ,ISTJ,0.8377007313391889,-5,1,87.00439473554036
ISTJ,ENTP,0.5189702289351631,5,4,76.15687388258603
ESFJ,INFJ,0.5286916378506776,-5,6,86.76880193078676
ESTJ,INTP,0.8999450936213762,5,10,95.0
ENTJ,ESFJ,0.8909804529548757,10,10,95.0
ISFJ,INFP,0.6905803099890008,-5,2,79.274725655538
ISFP,ESTP,0.7288986573385526,10,4,95.0
ENFP,ISFJ,0.748032650726354,5,3,95.0
ESTJ,ISTJ,0.7745699990408104,0,4,95.0
INTP,ISTJ,0.828034105668908,10,1,95.0
ESFJ,ISFJ,0.557671820152545,10,2,87.19039801594948
INFJ,ISTP,0.8357216257591582,5,3,95.0
ESTP,ISTP,0.5880242439239843,-5,7,84.81295279319949
INFP,INTP,0.6605126994332062,-5,6,80.24616519124078
ENTP,ENTP,0.7627017999667918,5,2,95.0
ENFP,INFP,0.6913716539450404,0,5,95.0
INFJ,INTP,0.7173457550345441,5,3,95.0
ENFJ,ISFJ,0.7575325001592541,0,5,95.0
ENTP,ENFP,0.7279394379008033,10,3,95.0
ENTP,INTJ,0.6352934452687777,10,4,95.0
ISFJ,INFJ,0.8005102368801611,10,1,95.0
ENFJ,ESFP,0.7290712822268299,-5,8,95.0
INFP,ENTJ,0.5290358738768229,0,2,66.23236510216353
ESFP,ENTJ,0.635468241746235,-5,8,86.98293537308378
ENFP,ISFP,0.8724709247020348,10,10,95.0
ISTJ,ESTP,0.6400251134543858,0,8,95.0
ENTJ,ESFP,0.7187440349407859,10,5,95.0
ISFJ,INTJ,0.7031378184646726,10,5,95.0
INTP,ESFJ,0.6259640398764067,5,7,95.0
ESTJ,ISTP,0.7479722354552001,0,7,95.0
ESTP,ENTJ,0.8624083711133883,-5,3,95.0
INTP,ISTP,0.6382346742928187,5,5,95.0
ESFP,ESTJ,0.7706753746126598,10,9,95.0
ENTP,INTJ,0.7669982022355889,0,6,89.46239928903708
ISFP,INTP,0.8815933072552753,0,4,95.0
INFP,INFP,0.7969406250811824,0,6,95.0
ENTP,INTJ,0.5538920325323067,0,8,92.20332867731764
ENTP,ESFJ,0.7220499036021315,-5,5,89.8420422218903
INTJ,ISFJ,0.740004583709266,-5,10,95.0
INTP,INTP,0.7024901287260421,0,6,95.0
ISTJ,INTJ,0.5409411834294836,10,6,95.0
ENTJ,INFJ,0.8416306530739086,-5,5,95.0
ISFJ,ISTJ,0.8969772310560529,10,1,95.0
ISFP,ESFJ,0.5977794986551568,10,6,95.0
ENTP,ESFP,0.7928959465428291,10,1,95.0
ENTJ,ISTJ,0.7269775167358034,-5,3,95.0
ISTJ,ISFP,0.7745207730143451,10,2,95.0
INFP,ISTP,0.8409443936985354,-5,6,95.0
INTP,ISTP,0.8795222402567054,10,3,95.0
INFP,INTP,0.8302436818700907,5,2,95.0
ESFP,ISTP,0.7249108500531729,5,9,95.0
ISFP,ESTJ,0.850044666580581,5,9,95.0
INFJ,ENTP,0.5285589336892804,5,2,77.66454256971546
INTP,INTP,0.8736857360249222,5,1,95.0
ESTJ,ENFJ,0.6628393210925612,0,1,76.64769161799558
ENTJ,ENFJ,0.8392308885534359,5,3,95.0
INFJ,ENTP,0.6747542321754894,0,5,86.43579392295322
INFJ,ISFJ,0.5744761676207009,-5,8,82.3977838854525
ENFP,ESTJ,0.8691659191975982,-5,2,95.0
INTJ,ENFJ,0.5143501260523988,-5,8,73.38897608944396
INTJ,INTP,0.8962581116609016,10,10,95.0
INTP,ENTP,0.8560557028712888,10,7,95.0
ESFP,ENTP,0.8487922107953596,5,5,95.0
ESFP,ISTP,0.5856920406302277,-5,3,62.48458361089518
ENFJ,ESFP,0.6122550979150976,5,10,95.0
ENTJ,ENTP,0.8496530791299206,5,5,95.0
ENTJ,INTP,0.6576964640062076,5,10,95.0
ENTJ,ENTP,0.7695860887184354,5,10,95.0
ENTP,ISFP,0.8004465143746919,5,1,95.0
ISFP,INTP,0.7846949447410135,0,5,95.0
INTJ,ENTP,0.7391510645717567,-5,7,94.8351822062024
ESTP,ENTJ,0.8668933261254869,-5,10,95.0
ISFJ,ESFP,0.7691307588158571,0,6,95.0
ISFJ,ENTP,0.7112555606109972,-5,5,75.77649533066281
INTP,ISTJ,0.8344711859043932,0,8,95.0
ENFP,ISFP,0.8867008151340166,-5,2,95.0
ENFJ,INTJ,0.5302319307007863,-5,7,90.49327493479484
ESFP,ENFJ,0.6863063469354052,10,3,95.0
ISTJ,ISFJ,0.6696896817750564,5,2,89.1171939930226
ISTP,ESTP,0.5656127483675699,0,6,83.99593879905291
ENTP,ENTJ,0.7076202155206237,5,9,95.0
ENFP,ESFP,0.8349775804543315,5,3,95.0
ENFJ,ENFJ,0.5003521952139639,0,6,77.94636817792693
ISTJ,INFP,0.6555346653766059,10,6,95.0
INTJ,ISFP,0.6899792802224254,5,1,80.54542759150365
ENFJ,ESTP,0.5158260060434318,5,3,82.51564839731523
ENTP,ESTP,0.5401142979377129,0,3,75.13937868497581
ESFP,ENTJ,0.595855740560977,10,10,95.0
ENFJ,ISTJ,0.621001923329503,-5,3,70.84806716367557
ENTP,ESTJ,0.8503117621171692,-5,3,92.93448161963197
ESTJ,ENFJ,0.5742297048906613,5,2,80.3625655583064
ISTP,ESFJ,0.5702561724220729,10,8,95.0
INTJ,ENTJ,0.5527329336854541,5,9,95.0
ENFJ,ENTP,0.7964495378904461,5,7,95.0
INFP,ISTJ,0.8185373950111557,5,3,95.0
ESTP,ISTP,0.8783945746179866,5,4,95.0
INTJ,ENTJ,0.5322758946354859,10,3,87.10423785567413
ISFJ,INTJ,0.7041448642617029,5,2,93.36915345851682
INFJ,ESFP,0.6920436821582334,-5,2,72.52192823217999
INTJ,ENFP,0.7509681690313986,-5,3,74.96621765272027
ISTJ,ENTJ,0.7380635574331359,5,6,95.0
ESFP,ESFJ,0.8169751724052197,5,1,95.0
INTP,INFJ,0.7902642631751349,0,8,95.0
ESFJ,ESFJ,0.6943576501897437,0,2,84.61991647950596
ESTP,ISTJ,0.818291823906698,0,8,95.0
ESTP,ISFP,0.798866734127976,5,4,95.0
ISTJ,INFJ,0.7651131223713068,10,4,95.0
ISTP,ESFJ,0.8311266048574263,10,10,95.0
ISTP,ISTP,0.5116196745190845,0,5,73.2981458727667
ENTJ,ESTJ,0.7473661348491195,0,7,95.0
ESFJ,ENTP,0.7793573763558512,5,3,95.0
INTJ,INTP,0.7790544333869752,0,7,95.0
INFP,ENFJ,0.5511393121310314,5,10,95.0
ENFJ,ISTJ,0.5791910652466906,0,7,84.66008871972724
ESFP,ISFP,0.8270536655553302,0,8,95.0
ISFP,INTJ,0.6146040436879001,-5,10,95.0
ENFP,ESFJ,0.8710044418586456,5,10,95.0
ENFJ,INTJ,0.8849048685787252,10,6,95.0
ISTJ,INFJ,0.7018067805884921,10,3,95.0
ISTP,INFP,0.7056428697763509,5,7,95.0
INFP,ISTP,0.546395432135832,5,8,95.0
INTP,ESTJ,0.7537627452810894,-5,2,77.9844278768529
ISTP,ISTJ,0.6716660082902222,-5,5,82.70988758112358
ISTP,INTJ,0.6340370837046982,0,6,95.0
ENTP,ISTP,0.7211408145186657,-5,1,74.82869462319198
INFP,ISTP,0.7172408835369173,0,3,89.16533752004966
ENFP,ESTP,0.8057074985193708,0,7,95.0
INFP,INFP,0.7042759942285753,-5,6,87.26400718150535
INTJ,INFJ,0.8079549054828351,-5,4,88.93319983881025
ISTJ,INFJ,0.8681310510690627,0,2,94.99836511587748
ESFJ,ESFP,0.5312976839694247,0,6,84.9247077903796
ISTJ,INFP,0.554359182655659,5,8,95.0
ESTP,INFJ,0.7725999615158008,0,2,95.0
ESFP,ESFJ,0.7061280220400281,5,1,95.0
ENFJ,ESTP,0.5824831348527245,0,2,65.05939285319039
ENFP,ISFJ,0.5741370091318891,0,6,90.48975788882832
ESFJ,INTJ,0.7921044020078547,-5,2,80.96618236374538
INFP,INTJ,0.5909752233309691,10,5,95.0
ISFJ,ENFJ,0.8647613647964814,-5,3,95.0
INFJ,INTP,0.5362106950854117,-5,9,89.28475920315887
ESFP,ENTJ,0.8635023299473504,5,7,95.0
ENFP,INTP,0.538004182237959,5,2,70.26525220331371
INFJ,ESTJ,0.7717278186008018,10,4,95.0
ENFP,ENFJ,0.6472255452780667,0,1,73.74292842483185
INFP,ESTJ,0.6265407624722804,0,4,85.19969835128941
ISFJ,ESFJ,0.5629779606916507,-5,10,95.0
ENTJ,INFP,0.8964544685881739,-5,4,95.0
ENFJ,INTP,0.8760825701316415,5,7,95.0
ESFP,INFP,0.5724629384649544,5,6,93.53031318651227
ESTP,INFJ,0.6418435893765468,0,3,84.60423183165162
ENTP,ESTJ,0.6572825918626868,5,4,95.0
ENFJ,ISTP,0.8454300433393258,-5,10,95.0
ENTP,ENFJ,0.6741813884046947,10,8,95.0
ISTP,INFJ,0.7291482416218629,0,8,95.0
ESTP,ENFP,0.5868347245370548,5,2,74.32625667740845
ISTJ,ESFJ,0.8010494567471356,5,2,95.0
ESFP,ISFJ,0.8665351664896002,5,10,95.0
ESFJ,ENFJ,0.6553963116447322,-5,4,79.39393311636623
ISFJ,ENFP,0.5428955049898224,5,10,95.0
ISTP,ENTP,0.7473810600660161,5,9,95.0
INFJ,ESTP,0.7464987739134927,5,4,95.0
ESTP,ESFP,0.5302302809569088,-5,9,89.26298935414019
INTJ,ISFJ,0.5526942025347914,-5,6,78.8392772611949
ENFJ,ENTP,0.7852719943762203,5,3,95.0
INTP,ISTJ,0.6382555939405762,-5,9,95.0
INTP,ESTP,0.8463595528957106,10,10,95.0
ISFP,ESFJ,0.6059758337500588,-5,6,77.5019246157302
ISFP,ESTP,0.6802984456714787,-5,1,74.1652188331565
ISFJ,INTP,0.6198841661610712,10,8,95.0
ISFJ,INTP,0.8942944687745489,5,5,95.0
INTP,ISTP,0.6556709058720522,-5,5,91.138022597905
ESTP,ESFJ,0.5605865720793145,0,6,89.67256768715109
ISTP,ISFJ,0.5757531808506063,0,4,76.85211493764152
INTP,ENFP,0.7924600520759828,5,6,95.0
ENFJ,INTJ,0.617675636001266,10,6,95.0
ISTP,ISFJ,0.6254441075108671,5,7,95.0
ENFJ,INFJ,0.8859315576846318,0,9,95.0
ISTJ,ENTJ,0.8084749805969029,5,6,95.0
ENTJ,INTP,0.7974963420340506,0,8,95.0
ENFP,ENFJ,0.6162512997220903,5,8,95.0
ENTP,ESTJ,0.8808778662762267,10,2,95.0
INTJ,INFP,0.5704030907966946,5,4,93.16670808956655
ENFP,ISFJ,0.6626779439921006,-5,10,95.0
ISTP,ISTJ,0.8467505817778409,-5,8,95.0
INTJ,ISTJ,0.8791426519754781,-5,10,95.0
ENFP,ENFJ,0.6814912796711153,10,4,95.0
ESTP,ENTJ,0.5912585772883222,10,4,95.0
ESFJ,ISTP,0.6548475039888876,5,4,95.0
INTJ,ENTP,0.863247707107059,5,3,95.0
INTJ,INTJ,0.5505616359347526,10,4,95.0
ESTJ,ENTJ,0.6577684326101935,-5,9,93.49131748752488
INTJ,ENFJ,0.844918203986645,-5,7,95.0
ENFP,INFP,0.7924825403702468,-5,7,95.0
ENTP,ISTJ,0.6726250657645967,0,2,81.94266480587613
INFJ,ISTJ,0.8274810410491076,5,1,95.0
ENFP,ENFP,0.6441360229930391,-5,4,68.5399024070192
INTP,ENFJ,0.701914080338063,5,1,79.2744740681031
INFP,INTP,0.5603290500911549,0,3,67.46654653045238
INTP,ENTJ,0.5277656713263907,5,3,87.2149866093155
ENTJ,INFP,0.6948833098777834,0,1,78.6885683091511
INTJ,ESTP,0.7728855621163442,0,5,95.0
ISTP,ESFP,0.6260687484923171,-5,5,80.24005773383634
INTP,ESFP,0.7845498705544502,-5,5,95.0
ESTJ,ENFP,0.861733023459667,0,5,95.0
ENTJ,ENTJ,0.8711412641424149,-5,4,95.0
ENTP,ISTP,0.7515571838859418,0,4,95.0
INFJ,ISTJ,0.7481790536554775,-5,8,95.0
ESTP,ESFP,0.6762841246709504,5,10,95.0
INFJ,INFJ,0.5839611707653145,0,2,71.98731979918773
INTJ,ISFJ,0.5092896855019613,5,4,71.51621545399632
INTP,ESTP,0.6499527043379659,10,1,86.50905021646
INFJ,ISFP,0.5415597079063278,10,10,95.0
ISFJ,ESTJ,0.5024838652435822,10,4,95.0
ENFP,ENFP,0.6931601865023613,10,8,95.0
ENTJ,ENTP,0.8720856209459898,5,9,95.0
INFJ,INFP,0.7479960595456394,5,5,95.0
ESTP,ESFJ,0.731620527364351,5,3,95.0
INTP,ESTP,0.6655007966969018,10,5,95.0
ESTP,INFP,0.8894246704051638,0,4,95.0
ISFP,INTP,0.696849245105738,-5,1,72.24742543023483
ESFP,INFP,0.7539526776458374,10,8,95.0
ISFJ,ENTJ,0.7031411778436399,5,5,95.0
ISTP,ISFP,0.8049160246943148,0,3,95.0
ENTP,ISFJ,0.7054384676926767,5,1,92.6988154492712
ISTJ,ISTP,0.625660220993983,10,4,95.0
INTJ,ENTJ,0.6991467611545501,5,6,95.0
INTJ,ENFP,0.7252331943085131,0,6,95.0
ESFP,INTJ,0.6290241608470217,-5,4,79.84105815571279
INTP,ISFP,0.6903211436074862,5,8,95.0
ISFJ,ESFP,0.6853304083898785,-5,9,95.0
ESTJ,ESTJ,0.7157644924315727,-5,2,70.39646338542808
ENFP,ENFJ,0.8994849827460509,0,9,95.0
ESTJ,INFJ,0.6579791149882269,5,2,92.71815478436312
INFJ,ISTJ,0.8866485476652559,10,5,95.0
INFJ,ENTJ,0.8132699463074431,0,9,95.0
ENFJ,ESFJ,0.7535421203066137,5,5,95.0
INFP,ESTP,0.8054498723987336,5,7,95.0
ESFJ,ENFJ,0.8713525587034607,10,5,95.0
ENTP,ENTJ,0.880767319916767,-5,10,95.0
ISTJ,ESTJ,0.6078320409060876,-5,1,60.18143808135095
ESTJ,INTP,0.8802487373325496,5,1,95.0
ESFP,ENFP,0.7471918806759212,10,9,95.0
ENFJ,ESTJ,0.5275198579904679,0,1,73.75949641698043
INTP,INFP,0.8783614861322145,0,4,95.0
INTP,ESFP,0.8012324345779048,0,1,95.0
ISFJ,ESFJ,0.5214888411623971,0,3,73.46250184321778
INTP,ENFJ,0.7288002675878333,0,2,77.2542425941964
ESTP,INTJ,0.6820014661074778,0,9,95.0
ISFP,INTP,0.576511179999949,5,10,95.0
ENFP,ISFJ,0.6948888771515085,5,10,95.0
INFJ,ESFJ,0.5513568912561589,-5,4,68.15913674822114
ISTJ,ENTJ,0.5821084415782313,-5,6,70.49616691864641
ISTJ,ENTP,0.5453218338889896,0,9,95.0
ISFP,INFP,0.8295634634809388,0,8,95.0
ISTP,ESTJ,0.7170934943315495,-5,8,95.0
ESFP,ISFJ,0.7114063868121238,-5,9,95.0
INFJ,INTP,0.6221714862173784,5,1,79.9562743500652
INFJ,ESTJ,0.8040013681239124,0,6,95.0
ISFJ,ESFP,0.6429120172825724,5,6,95.0
ENFJ,ESFP,0.5090620922239819,0,1,62.63108902709735
ISTP,ESFJ,0.8889818215243297,-5,6,95.0
ISTJ,ENTP,0.7946155445697474,0,8,95.0
ENTP,ENFP,0.5529859080872468,5,2,71.47121545380446
ISTJ,ESTJ,0.6781710213763865,10,8,95.0
INFJ,ESFJ,0.7262853971103441,0,8,95.0
ENTJ,ISTJ,0.6989658595174748,0,4,82.63391883738394
ENTP,ENFJ,0.7414682873987894,10,9,95.0
INFP,ISFP,0.7829550132861534,10,2,95.0
ENTJ,ISFP,0.5024829771738131,10,3,89.96893194460235
ISFP,ENFJ,0.5156633471074418,5,1,65.73735076198996
INTJ,ENFP,0.8533866487028461,-5,8,95.0
INTJ,INTJ,0.872892479627978,10,4,95.0
ESTJ,ESFP,0.6498296404753741,10,7,95.0
INFP,ISTP,0.7763426366776909,10,7,95.0
INFP,ENTJ,0.5571549376504561,10,4,86.25709304742539
ENFJ,ISTJ,0.6674604591349909,10,1,95.0
ESTP,INTJ,0.6642621026724084,5,3,95.0
ENFJ,INFP,0.6553421051320598,5,1,88.01885305069845
ENFJ,ENTJ,0.5638241949510545,10,9,95.0
INTJ,ENFJ,0.6840288883693149,0,1,88.5187615405269
ENFJ,ENTJ,0.5198588879382195,5,3,83.03337559655691
INTP,ESTP,0.8467394826930148,-5,1,95.0
ISFP,ENTP,0.5596441599119768,-5,7,81.09220396019484
ESFP,INTP,0.5019206917006561,-5,8,77.72561631815861
ENTJ,INTP,0.6228404115276784,-5,1,60.6202357218475
ISFJ,ISTP,0.8148888443541935,5,6,95.0
ESTP,ISTJ,0.8719243532429521,10,5,95.0
ENFP,ESFJ,0.8021864615746135,5,3,95.0
ESFJ,ENTJ,0.692860860032544,5,7,95.0
INFJ,ISTP,0.6116553133193282,0,3,88.49566918475841
ENFP,ESTP,0.6973969588578828,10,2,95.0
ISFP,ESTP,0.7997379092265775,5,3,95.0
ISTJ,ISTJ,0.8984769541080968,-5,4,95.0
ENFJ,ESTP,0.6219581417490284,10,9,95.0
ESFP,ENFP,0.8663610430737907,0,2,95.0
ISFP,ISFP,0.5857452850594047,0,1,58.977147454249845
INTP,ESFJ,0.8528387972130675,5,10,95.0
INTJ,ISTP,0.6537874033777595,10,9,95.0
ESTP,ENTJ,0.6110033569673707,5,6,95.0
ESTJ,ESTP,0.5296256208448076,-5,2,52.107732091636755
INFP,INTJ,0.578238217507269,5,9,95.0
ENFJ,ISTJ,0.707838634235247,5,9,95.0
ISTJ,INTJ,0.5777335932126936,5,5,95.0
INFP,INFP,0.7713749541484445,-5,3,95.0
ESTJ,ENTJ,0.8964612560060026,10,4,95.0
ESFP,ENTP,0.6844457906893102,10,2,95.0
INFJ,ESTJ,0.5961161229863011,0,3,67.19065042648792
ESFP,ISTP,0.6476220306854904,10,4,95.0
ENFJ,INTP,0.869897233264544,5,8,95.0
ISTP,INTJ,0.884122631099314,5,2,95.0
ISFJ,ISFP,0.6538569071312783,-5,3,65.82225320742292
ISTP,INFP,0.8665616080677158,5,3,95.0
ENFP,ESFJ,0.5376887146587964,-5,6,81.5223131599587
ISFP,ESTJ,0.6133101074219031,10,8,95.0
INTJ,ISFP,0.8950427863247961,0,6,95.0
ISTJ,ESTJ,0.6484329520821615,-5,8,95.0
INFP,ISFP,0.8442870417577816,0,1,91.1517406111256
INFJ,ESTP,0.6774594265586514,-5,7,87.3449483191467
ENFJ,ESTJ,0.5840627922201911,-5,10,92.23871943429674
ISFP,ESFP,0.7382534944621535,0,5,95.0
ENFJ,ENTP,0.6849662082964109,5,7,95.0
ENTP,ENFP,0.6939962161343113,-5,8,95.0
ISFJ,ESTP,0.664497914591797,0,4,95.0
ISTP,ISTJ,0.7721746317294516,5,7,95.0
ENTJ,INTJ,0.6668447187232112,0,6,95.0
ENFJ,ISTJ,0.5497889220185621,-5,9,82.60051665976418
ISTP,ENTJ,0.8790271660339946,5,7,95.0
ISFP,ESTP,0.5003785456173705,5,8,95.0
ISTP,ENFP,0.7810430390163051,5,10,95.0
ENFJ,INFJ,0.7337284056973868,10,5,95.0
ISFP,ESTP,0.8212482377142857,-5,1,85.26738615509628
ENFP,ESTJ,0.8323873270990172,5,3,95.0
INFP,ISTP,0.7373363763157982,10,9,95.0
INTP,ENFP,0.6456705319570194,5,3,90.52355496514767
INTP,ISFP,0.6956330161451139,5,10,95.0
ENFP,INTP,0.7249590598087139,0,8,95.0
INFP,ENFJ,0.8211276967696732,5,2,95.0
INTJ,ESTJ,0.7124938556826869,0,5,95.0
ISTP,ENFP,0.5578086096301265,-5,4,70.96329146328401
ISFJ,ENFJ,0.8841058640250306,10,4,95.0
ESTJ,ENFP,0.707350438208944,-5,10,95.0
ESFP,ENFP,0.5459194020773986,-5,7,75.36973679763452
ENFP,ENTJ,0.7246550569424504,5,3,95.0
ESTP,ISFP,0.7252118349017679,10,10,95.0
INFJ,INTP,0.6246539782466934,0,6,95.0
ENTP,INFP,0.8851393010247696,10,10,95.0
ISTP,ENTJ,0.6896575622234646,10,5,95.0
ENFP,ENTJ,0.7036951731900065,5,6,95.0
INFJ,ESFJ,0.6264544211113583,10,10,95.0
ENFJ,ISFP,0.5938270197663094,-5,8,82.10595220214108
ESFJ,INFJ,0.7042913368448522,0,4,94.18135982984407
INTJ,ISFJ,0.6406814053357063,10,9,95.0
ENTP,ENFP,0.5120280327934329,5,10,95.0
ESFJ,ENFP,0.7949707373269623,-5,2,83.14575061602186
ENFJ,ESFJ,0.8651023720484798,10,10,95.0
ESFP,ISTP,0.6597756080752061,10,6,95.0
INFJ,ESTJ,0.5784468027973565,5,2,90.04379574136641
ESTP,INFP,0.7920744366667889,0,5,95.0
ESFP,ISFJ,0.793349322767381,10,1,95.0
ISFJ,ISTP,0.8413786358014896,0,1,91.79918773463123
ENFJ,ESTP,0.667932364709782,10,7,95.0
INFJ,ENTP,0.6618009115100625,0,10,95.0
ENFP,INTJ,0.6355981344093167,5,10,95.0
ISFJ,ENTJ,0.8143228464103989,0,9,95.0
ISTP,ISFP,0.797724575227557,0,5,95.0
ESTP,ESTP,0.5749607278188233,10,9,95.0
ENFJ,ISTP,0.7431088286457999,-5,5,95.0
ISFP,ISTJ,0.6708941752032574,5,2,95.0
ESTP,INTP,0.7877305377653235,5,6,95.0
INTJ,INFP,0.5526798121899781,10,6,95.0
ISTJ,INTJ,0.5096394631832536,5,6,90.81066381055929
ENFP,ESTJ,0.744785959104949,10,5,95.0
ESTJ,ESFJ,0.7883187244174346,0,8,95.0
ISTJ,ENTP,0.7868474013145502,-5,9,95.0
ESTJ,ENFP,0.7062636784044278,10,4,95.0
ENFJ,ENTJ,0.5173222652662841,-5,4,55.42504167941787
ESFJ,ENFJ,0.7283904973963953,-5,9,95.0
INTP,INTP,0.7690799918189039,-5,1,82.45539925616688
ESFP,ENFP,0.8013898539302846,5,3,95.0
INTJ,ISTP,0.7238365685809043,5,8,95.0
INFJ,INFJ,0.664654362249758,0,8,95.0
ENFP,ENFP,0.5832995737515378,10,1,89.06420695183037
INTJ,ISFP,0.6711800887049963,0,7,95.0
ESFJ,INTP,0.7317978611142992,10,9,95.0
ISFP,ENFJ,0.566193409487289,-5,5,80.52270640635707
ENFJ,ISFP,0.5271818391257942,0,2,66.92875969864096
ENTJ,ENTJ,0.7312376972084276,-5,9,95.0
ENTP,ENTJ,0.6447490073928951,10,4,91.786536709342
ENFP,ISTJ,0.6726461065554449,0,1,75.87128800045885
ENFJ,INTP,0.7650038133255931,10,7,95.0
INFJ,ESTP,0.6000904476514244,10,8,95.0
INTP,ISFJ,0.6844067770314456,-5,3,75.59989284954402
ISFP,ESFJ,0.7286888136732593,-5,2,77.94091502739927
ENFJ,ENFP,0.5523259273283971,0,2,64.72743897906258
ESFJ,ENFP,0.6320992593385137,0,4,95.0
ENTP,ESFJ,0.53356119484266,0,3,68.87828313757463
INTJ,ESFP,0.8572450978451462,0,8,95.0
ENTP,ISTP,0.516737504840731,0,5,82.07755421661034
INFP,ISFJ,0.7417126502892141,10,2,95.0
ENFP,ESTJ,0.7904493472657474,10,2,95.0
ISTP,INTJ,0.7748568566873307,-5,9,95.0
ENTJ,ESTJ,0.6647263318862943,10,6,95.0
INFJ,ESFP,0.5474400982022148,10,10,95.0
INTP,ENFP,0.7425196316251923,-5,6,86.8773116881167
ISFJ,ENTJ,0.7731923270362732,-5,7,95.0
INFP,INFP,0.8510584648603872,0,1,95.0
ISFJ,ISTP,0.7808431970547498,0,7,95.0
ESFP,ISTJ,0.5738142824452419,-5,4,67.92639490911364
ESTP,INTJ,0.7327716835642504,5,1,86.59819253297096
ENFJ,ESTP,0.8182147203815594,10,3,95.0
ESTJ,INFP,0.799952603056189,5,6,95.0
INTJ,ESFP,0.7446092696949788,-5,8,95.0
ESFJ,ENTP,0.7006991169465865,5,6,95.0
INTP,ENTJ,0.6196024109197146,0,1,73.04258898534609
ESFJ,ESTJ,0.531767398243537,5,2,72.18542339658909
ISFJ,ISTP,0.7855552462386297,0,8,95.0
ISFP,ISFP,0.5259685224289968,-5,9,95.0
ISFP,INFP,0.517565218709159,5,3,79.93044668162409
ESTJ,ENTJ,0.8156835441378629,0,7,95.0
ESFJ,ISTP,0.5355507900562246,-5,5,74.65375568161237
ENFP,ENTP,0.5937038639930625,-5,8,92.3913386863357
ISFJ,ESTJ,0.5391128036887582,0,8,81.13458845413194
INTP,ESFP,0.5600901533548575,10,10,95.0
ISTJ,ENFJ,0.8641189118223709,5,8,95.0
INFP,ISTJ,0.773582778851539,-5,8,95.0
ISFP,ENTP,0.5487364102968542,0,2,65.11847817893819
ISFP,ISTJ,0.5169583359250554,0,8,79.62445500472397
INFJ,INTJ,0.8340447785180916,5,1,92.82895452372446
INFJ,ESTJ,0.6714615491206751,-5,3,71.9990755739491
ESFJ,ESFJ,0.7345246806751693,0,6,95.0
ENTJ,ISTJ,0.5022005801534308,5,3,72.01750613832344
ENFP,ENTJ,0.7573475339572482,-5,7,95.0
ESFP,INFJ,0.8288340327768036,-5,9,95.0
ENTP,ISFP,0.638382091465999,-5,3,86.00785745054539
ISTP,ISFP,0.8046008214283769,5,1,93.6556780404507
ISFP,ESTP,0.5253402833627752,-5,7,81.90496898961652
ISTP,ESTJ,0.5322013958752775,0,8,88.65885616621863
ISTP,ISFP,0.6291628192748105,5,8,95.0
INTP,ISFP,0.7687141156113725,10,3,95.0
INFJ,ENTP,0.6305939831342746,10,9,95.0
